RedFighter,BlueFighter,Date,Location,Country,WeightClass,Gender,NumberOfRounds,TitleBout,Winner,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RMatchWCRank,BMatchWCRank,RPFPRank,BPFPRank,RedStanceEncoded,BlueStanceEncoded,Target
Tj Grant,Johny Hendricks,2010-05-08,"Montreal, Quebec, Canada", Canada,Welterweight,MALE,3,0,Blue,325.0,-400.0,325.0,25.0,0,1,0,28.0,0.547,0.0,1.6667,0.427,1,1,7,0,0,1,0,1,0,0,2,Orthodox,177.8,182.88,155,0,2,0,28.0,0.525,2.0,3.5,0.25,2,0,4,0,0,0,1,1,0,0,2,Southpaw,175.26,175.26,185,7.0,9.0,6.0,10.0,0,1,0.0
Joey Beltran,Tim Hague,2010-05-08,"Montreal, Quebec, Canada", Canada,Heavyweight,MALE,3,0,Red,190.0,-230.0,190.0,43.4783,0,1,0,22.0,0.44,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,185.42,190.5,185,2,0,0,11.3333,0.16,0.6667,0.6667,0.667,1,2,5,0,0,0,0,0,1,0,1,Orthodox,193.04,193.04,260,7.0,9.0,6.0,10.0,0,0,1.0
Yoshiyuki Yoshida,Mike Guymon,2010-05-08,"Montreal, Quebec, Canada", Canada,Welterweight,MALE,3,0,Blue,-255.0,215.0,39.2157,215.0,1,0,0,2.75,0.335,0.5,0.25,0.25,1,2,4,0,0,0,0,0,2,0,2,Southpaw,180.34,177.8,170,1,0,0,6.0,0.33,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,7.0,9.0,6.0,10.0,1,0,0.0
Jason Macdonald,John Salter,2010-05-08,"Montreal, Quebec, Canada", Canada,Middleweight,MALE,3,0,Blue,-175.0,155.0,57.1429,155.0,2,0,0,12.2,0.598,1.0,0.8,0.232,2,5,19,0,0,0,0,2,3,0,5,Orthodox,190.5,203.2,185,1,0,0,7.0,0.09,0.0,1.0,0.25,0,1,3,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,185,7.0,9.0,6.0,10.0,0,1,0.0
Marcus Davis,Jonathan Goulet,2010-05-08,"Montreal, Quebec, Canada", Canada,Welterweight,MALE,3,0,Red,-440.0,350.0,22.7273,350.0,2,0,0,23.0,0.498,0.9167,0.9167,0.313,6,4,23,0,0,1,1,2,4,0,8,Southpaw,177.8,177.8,170,1,0,0,9.5,0.339,0.25,1.25,0.333,2,4,13,0,1,0,0,1,1,1,4,Orthodox,182.88,185.42,170,7.0,9.0,6.0,10.0,1,0,1.0
Todd Duffee,Mike Russow,2010-05-29,"Las Vegas, Nevada, USA", USA,Heavyweight,MALE,3,0,Blue,-275.0,250.0,36.3636,250.0,0,1,0,4.0,0.8,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Orthodox,190.5,200.66,260,0,1,0,21.0,0.58,2.0,8.0,0.72,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,185.42,255,7.0,9.0,6.0,10.0,0,0,0.0
Rampage Jackson,Rashad Evans,2010-05-29,"Las Vegas, Nevada, USA", USA,Light Heavyweight,MALE,3,0,Blue,-109.0,-101.0,91.7431,99.0099,0,2,0,40.3333,0.552,0.0,0.6667,0.22,3,1,17,3,0,0,2,3,0,0,5,Orthodox,185.42,185.42,205,0,1,0,22.3636,0.356,0.0,3.7273,0.407,5,2,29,3,1,3,1,4,0,0,9,Orthodox,182.88,190.5,205,7.0,9.0,6.0,10.0,0,0,0.0
Michael Bisping,Dan Miller,2010-05-29,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Red,-195.0,180.0,51.2821,180.0,1,0,0,36.3636,0.419,0.4545,1.6364,0.516,4,3,23,1,0,1,1,6,0,0,8,Orthodox,185.42,190.5,185,2,0,0,12.4,0.318,1.2,1.2,0.17,3,2,11,0,0,0,1,0,2,0,3,Orthodox,185.42,187.96,185,7.0,9.0,6.0,10.0,0,0,1.0
Jason Brilz,Rogerio Nogueira,2010-05-29,"Las Vegas, Nevada, USA", USA,Light Heavyweight,MALE,3,0,Blue,435.0,-500.0,435.0,20.0,0,1,0,41.25,0.465,0.75,2.0,0.5,2,1,11,0,0,0,2,1,0,0,3,Orthodox,180.34,180.34,205,0,1,0,14.0,0.5,0.0,0.0,0.0,1,0,1,0,0,0,0,1,0,0,1,Southpaw,187.96,190.5,205,7.0,9.0,6.0,10.0,0,1,0.0
Diego Sanchez,John Hathaway,2010-05-29,"Las Vegas, Nevada, USA", USA,Welterweight,MALE,3,0,Blue,-215.0,195.0,46.5116,195.0,1,0,0,33.5385,0.431,1.0,1.3846,0.345,6,3,34,2,0,1,4,5,0,0,10,Southpaw,177.8,182.88,170,0,3,0,43.0,0.467,1.0,4.6667,0.647,3,0,7,0,0,0,2,1,0,0,3,Orthodox,185.42,190.5,170,7.0,9.0,6.0,10.0,1,0,0.0
Efrain Escudero,Dan Lauzon,2010-05-29,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Red,-400.0,355.0,25.0,355.0,1,0,0,21.0,0.42,0.6667,2.6667,0.623,2,1,7,1,0,0,1,1,0,0,2,Orthodox,175.26,177.8,155,2,0,0,9.0,0.365,0.0,1.5,0.7,0,2,2,0,0,0,0,0,0,0,0,Orthodox,177.8,183.0,155,7.0,9.0,6.0,10.0,0,0,1.0
Melvin Guillard,Waylon Lowe,2010-05-29,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Red,-370.0,310.0,27.027,310.0,0,1,0,13.4,0.354,0.1,1.3,0.525,2,4,17,0,0,1,1,3,0,1,6,Orthodox,175.26,172.72,155,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,165.0,145,7.0,9.0,6.0,10.0,0,1,1.0
Luiz Cane,Cyrille Diabate,2010-05-29,"Las Vegas, Nevada, USA", USA,Light Heavyweight,MALE,3,0,Blue,-310.0,255.0,32.2581,255.0,1,0,0,31.0,0.42,0.0,0.2,0.2,3,2,8,0,0,0,1,2,0,0,3,Southpaw,187.96,195.58,185,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,198.12,205.74,205,7.0,9.0,6.0,10.0,1,1,0.0
Aaron Riley,Joe Brammer,2010-05-29,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Red,-200.0,170.0,50.0,170.0,1,0,0,38.5,0.382,0.1667,0.8333,0.317,1,4,13,0,0,0,2,0,0,0,2,Southpaw,172.72,175.26,155,1,0,0,3.0,0.15,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,155,7.0,9.0,6.0,10.0,1,0,1.0
Jesse Forbes,Ryan Jensen,2010-05-29,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Blue,-150.0,130.0,66.6667,130.0,2,0,0,20.5,0.31,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,185,1,0,0,12.2,0.514,0.6,0.6,0.4,1,4,6,0,0,0,0,0,1,0,1,Orthodox,185.42,193.04,185,7.0,9.0,6.0,10.0,1,0,0.0
Amir Sadollah,Dong Hyun Kim,2010-05-29,"Las Vegas, Nevada, USA", USA,Welterweight,MALE,3,0,Blue,100.0,-110.0,100.0,90.9091,0,2,0,56.25,0.438,0.5,0.5,0.25,2,1,8,1,0,0,2,0,1,0,3,Orthodox,177.8,187.96,170,0,1,0,34.25,0.57,1.0,3.0,0.585,2,1,12,0,0,1,1,1,0,0,3,Southpaw,187.96,193.04,170,7.0,9.0,6.0,10.0,0,1,0.0
Chuck Liddell,Rich Franklin,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Light Heavyweight,MALE,3,0,Blue,-119.0,109.0,84.0336,109.0,2,0,0,27.0,0.403,0.0,0.2727,0.182,7,6,44,7,0,0,6,9,0,1,16,Orthodox,187.96,193.04,205,1,0,0,41.5625,0.469,0.125,0.75,0.26,7,4,36,5,0,0,3,7,1,1,12,Southpaw,185.42,190.5,185,7.0,9.0,6.0,10.0,0,1,0.0
Mirko Cro Cop,Pat Barry,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Heavyweight,MALE,3,0,Red,163.0,-173.0,163.0,57.8035,0,1,0,17.1667,0.44,0.1667,0.3333,0.333,1,3,11,0,0,0,0,2,0,1,3,Southpaw,187.96,185.42,230,0,1,0,12.6667,0.393,0.0,0.0,0.0,1,1,4,0,0,0,0,2,0,0,2,Orthodox,180.34,187.96,235,7.0,9.0,6.0,10.0,1,0,1.0
Paulo Thiago,Martin Kampmann,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Welterweight,MALE,3,0,Blue,-218.0,198.0,45.8716,198.0,0,2,0,13.75,0.385,1.5,0.5,0.125,2,1,9,0,0,0,1,1,1,0,3,Orthodox,180.34,185.42,170,0,1,0,25.0,0.452,1.4444,0.8889,0.444,4,2,14,0,0,1,1,1,4,0,7,Orthodox,182.88,182.88,170,7.0,9.0,6.0,10.0,0,0,0.0
Ben Rothwell,Gilbert Yvel,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Heavyweight,MALE,3,0,Red,170.0,-185.0,170.0,54.0541,1,0,0,3.0,0.14,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,265,1,0,0,3.0,0.16,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,187.96,195.58,225,7.0,9.0,6.0,10.0,0,0,1.0
Carlos Condit,Rory Macdonald,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Welterweight,MALE,3,0,Red,118.0,-128.0,118.0,78.125,0,1,0,31.0,0.39,2.0,2.0,0.625,1,1,6,0,0,1,0,0,0,0,1,Orthodox,187.96,190.5,170,0,1,0,8.0,0.42,2.0,2.0,0.66,1,0,1,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,170,7.0,9.0,6.0,10.0,0,0,1.0
Tyson Griffin,Evan Dunham,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Lightweight,MALE,3,0,Blue,-180.0,168.0,55.5556,168.0,0,2,0,53.2222,0.379,0.8889,1.3333,0.453,4,2,24,0,0,1,4,1,1,0,7,Orthodox,167.64,172.72,145,0,3,0,31.0,0.37,0.6667,1.3333,0.583,3,0,7,0,0,1,0,1,1,0,3,Southpaw,177.8,177.8,155,7.0,9.0,6.0,10.0,0,1,0.0
Mac Danzig,Matt Wiman,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Lightweight,MALE,3,0,Blue,-102.0,-108.0,98.0392,92.5926,0,1,0,34.5,0.483,0.6667,1.0,0.388,2,3,15,1,0,0,1,0,2,0,3,Orthodox,172.72,177.8,155,0,1,0,29.375,0.51,1.25,2.0,0.518,4,3,18,0,0,0,2,2,1,0,5,Orthodox,177.8,172.72,155,7.0,9.0,6.0,10.0,0,0,0.0
David Loiseau,Mario Miranda,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Middleweight,MALE,3,0,Blue,205.0,-245.0,205.0,40.8163,3,0,0,20.5,0.475,0.125,0.375,0.313,3,4,20,1,0,0,0,2,0,2,4,Orthodox,182.88,193.04,185,1,0,0,16.0,0.4,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,185,7.0,9.0,6.0,10.0,0,0,0.0
James Wilks,Peter Sobotta,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Welterweight,MALE,3,0,Red,-325.0,265.0,30.7692,265.0,1,0,0,18.0,0.465,5.5,1.5,0.55,1,1,4,1,0,0,0,0,1,0,1,Orthodox,185.42,190.5,170,1,0,0,18.0,0.46,0.0,2.0,0.28,0,1,3,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,170,7.0,9.0,6.0,10.0,0,1,1.0
Ricardo Funch,Claude Patrick,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Welterweight,MALE,3,0,Blue,215.0,-255.0,215.0,39.2157,1,0,0,16.0,0.61,0.0,1.0,0.16,0,1,3,0,0,0,0,0,0,0,0,Southpaw,177.8,193.04,170,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,7.0,9.0,6.0,10.0,1,0,0.0
Mike Pyle,Jesse Lennox,2010-06-12,"Vancouver, British Columbia, Canada", Canada,Welterweight,MALE,3,0,Red,110.0,-130.0,110.0,76.9231,1,0,0,6.0,0.387,1.0,0.6667,0.11,1,2,6,0,0,0,0,0,1,0,1,Orthodox,182.88,187.96,170,1,0,0,29.5,0.245,0.5,1.0,0.5,1,1,6,0,0,0,0,0,0,1,1,Orthodox,175.26,182.88,170,7.0,9.0,6.0,10.0,0,0,1.0
Court Mcgee,Kris Mccray,2010-06-19,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,1,Red,-220.0,180.0,45.4545,180.0,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,190.5,170,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,7.0,9.0,6.0,10.0,0,0,1.0
Chris Leben,Aaron Simpson,2010-06-19,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Red,280.0,-310.0,280.0,32.2581,0,1,0,26.7857,0.449,0.2857,1.0714,0.469,5,5,30,0,0,1,2,5,1,0,9,Southpaw,180.34,187.96,185,0,3,0,25.6667,0.473,0.0,2.0,0.777,3,0,6,0,0,1,0,2,0,0,3,Orthodox,182.88,185.42,170,7.0,9.0,6.0,10.0,1,0,1.0
Spencer Fisher,Dennis Siver,2010-06-19,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Blue,-190.0,165.0,52.6316,165.0,1,0,0,34.25,0.473,0.6667,0.5833,0.137,3,4,28,0,0,0,3,2,2,1,8,Southpaw,170.18,177.8,155,1,0,0,22.375,0.309,0.25,0.5,0.238,3,4,16,0,0,0,0,3,1,0,4,Orthodox,167.64,177.8,145,7.0,9.0,6.0,10.0,1,0,0.0
Jamie Yager,Rich Attonito,2010-06-19,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Blue,120.0,-140.0,120.0,71.4286,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,185.0,185,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,7.0,9.0,6.0,10.0,0,0,0.0
Keith Jardine,Matt Hamill,2010-06-19,"Las Vegas, Nevada, USA", USA,Light Heavyweight,MALE,3,0,Blue,140.0,-150.0,140.0,66.6667,3,0,0,39.4167,0.379,0.0,0.25,0.125,2,6,27,0,0,2,2,2,0,0,6,Orthodox,187.96,193.04,185,0,3,0,27.1111,0.426,0.0,1.8889,0.477,3,2,17,0,0,0,1,5,0,0,7,Orthodox,185.42,193.04,205,7.0,9.0,6.0,10.0,0,0,0.0
Brad Tavares,Seth Baczynski,2010-06-19,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Red,-220.0,180.0,45.4545,180.0,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,170,7.0,9.0,6.0,10.0,0,0,1.0
Josh Bryant,Kyle Noke,2010-06-19,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Blue,155.0,-175.0,155.0,57.1429,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,185,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,193.04,170,7.0,9.0,6.0,10.0,0,1,0.0
Chris Camozzi,James Hammortree,2010-06-19,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Red,-160.0,140.0,62.5,140.0,0,0,0,15.6667,0.46,0.3333,1.03,0.338,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,185,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,191.77,185,7.0,9.0,6.0,10.0,0,0,1.0
James Mcsweeney,Travis Browne,2010-06-19,"Las Vegas, Nevada, USA", USA,Heavyweight,MALE,3,0,Blue,165.0,-190.0,165.0,52.6316,0,1,0,58.0,0.61,2.0,1.0,0.5,1,0,3,0,0,0,0,1,0,0,1,Switch,193.04,195.58,230,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,198.12,200.66,255,7.0,9.0,6.0,10.0,2,0,0.0
John Gunderson,Mark Holst,2010-06-19,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Red,-200.0,170.0,50.0,170.0,1,0,0,1.0,0.03,4.0,1.0,1.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,155,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.0,155,7.0,9.0,6.0,10.0,0,0,1.0
Krzysztof Soszynski,Stephan Bonnar,2010-07-03,"Las Vegas, Nevada, USA", USA,Light Heavyweight,MALE,3,0,Blue,-190.0,175.0,52.6316,175.0,0,1,0,25.8,0.344,0.6,0.6,0.24,3,1,10,0,0,0,0,1,2,1,4,Open Stance,185.42,195.58,205,3,0,0,29.0,0.395,1.0,0.7273,0.149,3,6,28,1,0,0,2,1,2,0,5,Orthodox,193.04,198.12,205,7.0,9.0,6.0,10.0,3,0,0.0
Brock Lesnar,Shane Carwin,2010-07-03,"Las Vegas, Nevada, USA", USA,Heavyweight,MALE,5,1,Red,-145.0,135.0,68.9655,135.0,0,3,0,34.75,0.793,0.25,2.25,0.833,3,1,8,2,0,0,1,2,0,0,3,Orthodox,190.5,205.74,265,0,4,0,17.75,0.52,0.0,0.25,0.125,4,0,4,1,0,0,0,4,0,0,4,Orthodox,187.96,203.2,265,7.0,9.0,6.0,10.0,0,0,1.0
Chris Leben,Yoshihiro Akiyama,2010-07-03,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Red,177.0,-192.0,177.0,52.0833,0,2,0,27.8,0.449,0.2667,1.0,0.438,5,5,32,0,0,1,2,6,1,0,10,Southpaw,180.34,187.96,185,0,1,0,55.0,0.35,0.0,3.0,0.75,1,0,3,0,0,1,0,0,0,0,1,Orthodox,177.8,185.42,170,7.0,9.0,6.0,10.0,1,0,1.0
Chris Lytle,Matt Brown,2010-07-03,"Las Vegas, Nevada, USA", USA,Welterweight,MALE,3,0,Red,-180.0,168.0,55.5556,168.0,0,2,0,30.9375,0.442,1.3125,0.5625,0.333,2,9,37,1,0,0,2,1,4,0,7,Orthodox,180.34,172.72,170,1,0,0,28.3333,0.618,1.5,0.3333,0.25,3,2,13,0,0,0,0,3,1,0,4,Orthodox,182.88,190.5,170,7.0,9.0,6.0,10.0,0,0,1.0
George Sotiropoulos,Kurt Pellegrino,2010-07-03,"Las Vegas, Nevada, USA", USA,Lightweight,MALE,3,0,Red,-158.0,148.0,63.2911,148.0,0,5,0,18.0,0.434,2.0,2.2,0.602,5,0,10,0,0,0,1,1,3,0,5,Orthodox,177.8,180.34,155,0,4,0,21.8,0.484,0.7,2.0,0.645,4,3,22,0,0,0,2,1,4,0,7,Orthodox,172.72,177.8,155,7.0,9.0,6.0,10.0,0,0,1.0
Jon Madsen,Karlos Vemola,2010-07-03,"Las Vegas, Nevada, USA", USA,Heavyweight,MALE,3,0,Red,125.0,-145.0,125.0,68.9655,0,2,0,29.0,0.29,0.0,0.5,0.5,2,0,6,0,0,1,1,0,0,0,2,Orthodox,182.88,182.88,240,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,7.0,9.0,6.0,10.0,0,0,1.0
Seth Petruzelli,Ricardo Romero,2010-07-03,"Las Vegas, Nevada, USA", USA,Light Heavyweight,MALE,3,0,Blue,150.0,-170.0,150.0,58.8235,2,0,0,16.5,0.345,0.5,0.5,0.5,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,7.0,9.0,6.0,10.0,0,0,0.0
Kendall Grove,Goran Reljic,2010-07-03,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Red,130.0,-140.0,130.0,71.4286,1,0,0,19.7,0.425,1.6,0.3,0.3,3,4,18,1,0,1,1,2,2,0,6,Orthodox,198.12,200.66,185,1,0,0,26.5,0.46,1.5,0.5,0.5,1,1,5,0,0,0,0,1,0,0,1,Southpaw,190.5,205.74,205,7.0,9.0,6.0,10.0,0,1,1.0
Gerald Harris,David Branch,2010-07-03,"Las Vegas, Nevada, USA", USA,Middleweight,MALE,3,0,Red,-250.0,210.0,40.0,210.0,0,2,0,19.0,0.35,0.0,0.5,0.25,2,0,4,0,0,0,0,2,0,0,2,Southpaw,180.34,195.58,185,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,198.12,185,7.0,9.0,6.0,10.0,1,0,1.0
Forrest Petz,Daniel Roberts,2010-07-03,"Las Vegas, Nevada, USA", USA,Welterweight,MALE,3,0,Blue,170.0,-200.0,170.0,50.0,1,0,0,32.4,0.324,0.0,1.2,0.2,1,3,13,0,0,0,2,0,0,0,2,Orthodox,175.26,180.34,170,1,0,0,7.0,0.41,1.0,1.0,1.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,177.8,187.96,170,7.0,9.0,6.0,10.0,0,1,0.0
Brendan Schaub,Chris Tuchscherer,2010-07-03,"Las Vegas, Nevada, USA", USA,Heavyweight,MALE,3,0,Red,-305.0,275.0,32.7869,275.0,0,1,0,18.5,0.47,0.0,0.0,0.0,1,1,2,1,0,0,0,1,0,0,1,Orthodox,193.04,198.12,245,0,1,0,12.0,0.185,0.5,0.5,0.07,1,1,4,0,1,0,0,0,0,0,1,Orthodox,187.96,193.04,258,7.0,9.0,6.0,10.0,0,0,1.0
Rob Kimmons,Steve Steinbeiss,2010-08-01,"San Diego, California, USA", USA,Middleweight,MALE,3,0,Red,-195.0,168.0,51.2821,168.0,1,0,0,9.75,0.393,1.5,0.5,0.333,1,2,6,0,0,0,0,0,2,0,2,Orthodox,177.8,185.42,185,1,0,0,7.0,0.36,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,7.0,9.0,6.0,10.0,0,0,1.0
Darren Elkins,Charles Oliveira,2010-08-01,"San Diego, California, USA", USA,Lightweight,MALE,3,0,Blue,200.0,-240.0,200.0,41.6667,0,1,0,0.0,0.0,0.0,1.0,0.5,1,0,1,0,0,0,0,1,0,0,1,Orthodox,177.8,180.34,145,0,0,0,9.0,0.46,0.3,1.0,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,155,7.0,9.0,6.0,10.0,0,0,0.0
Brian Stann,Mike Massenzio,2010-08-01,"San Diego, California, USA", USA,Middleweight,MALE,3,0,Red,180.0,-220.0,180.0,45.4545,1,0,0,23.25,0.348,0.0,0.0,0.0,2,2,10,0,0,0,2,0,0,0,2,Orthodox,185.42,187.96,205,1,0,0,1.5,0.25,1.5,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,Southpaw,187.96,185.42,185,7.0,9.0,6.0,10.0,0,1,1.0
James Irvin,Igor Pokrajac,2010-08-01,"San Diego, California, USA", USA,Light Heavyweight,MALE,3,0,Blue,-160.0,140.0,62.5,140.0,2,0,0,5.3333,0.534,0.1111,0.0,0.0,2,5,11,0,0,0,0,3,0,0,4,Orthodox,187.96,190.5,205,2,0,0,21.0,0.36,0.0,1.5,0.5,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,7.0,9.0,6.0,10.0,0,0,0.0
Damarques Johnson,Matthew Riddle,2010-08-01,"San Diego, California, USA", USA,Welterweight,MALE,3,0,Blue,180.0,-220.0,180.0,45.4545,0,2,0,19.0,0.397,0.6667,0.0,0.0,2,1,5,1,0,0,0,1,1,0,2,Orthodox,185.42,190.5,170,0,1,0,46.0,0.616,0.8,3.8,0.534,3,1,15,0,0,0,3,0,0,0,4,Southpaw,185.42,187.96,170,7.0,9.0,6.0,10.0,0,1,0.0
Paul Kelly,Jacob Volkmann,2010-08-01,"San Diego, California, USA", USA,Lightweight,MALE,3,0,Blue,-105.0,-115.0,95.2381,86.9565,0,1,0,39.1667,0.355,1.0,1.3333,0.61,2,2,15,0,0,0,3,0,1,0,4,Orthodox,175.26,177.8,155,0,1,0,17.6667,0.4,0.3333,2.0,0.36,1,2,7,0,0,1,0,0,0,0,1,Southpaw,175.26,180.34,155,7.0,9.0,6.0,10.0,0,1,0.0
Tyson Griffin,Takanori Gomi,2010-08-01,"San Diego, California, USA", USA,Lightweight,MALE,3,0,Blue,-320.0,290.0,31.25,290.0,1,0,0,50.5,0.378,0.9,1.2,0.408,4,3,27,0,0,1,4,1,1,0,7,Orthodox,167.64,172.72,145,1,0,0,20.0,0.17,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,177.8,155,7.0,9.0,6.0,10.0,0,1,0.0
John Howard,Jake Ellenberger,2010-08-01,"San Diego, California, USA", USA,Welterweight,MALE,3,0,Blue,181.0,-196.0,181.0,51.0204,0,4,0,15.0,0.6,0.75,3.75,0.843,4,0,10,0,0,2,0,2,0,0,4,Orthodox,170.18,180.34,170,0,1,0,21.5,0.425,1.5,2.5,0.875,1,1,5,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,170,7.0,9.0,6.0,10.0,0,0,0.0
Mark Munoz,Yushin Okami,2010-08-01,"San Diego, California, USA", USA,Middleweight,MALE,3,0,Blue,185.0,-200.0,185.0,50.0,0,3,0,27.0,0.465,0.5,1.0,0.32,3,1,7,0,0,1,0,2,0,0,3,Orthodox,182.88,182.88,185,0,1,0,31.2,0.425,0.8,1.7,0.399,4,2,28,0,0,0,4,3,0,1,8,Southpaw,187.96,190.5,170,7.0,9.0,6.0,10.0,0,1,0.0
